<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
1.07136,1.07181,1.06982,1.07051,5283
1.0705,1.07124,1.07018,1.07055,4769
1.07053,1.07065,1.06859,1.06954,6314
1.06954,1.06995,1.06798,1.06824,7076
1.06824,1.06967,1.06692,1.06928,8279
1.06928,1.07122,1.06886,1.07049,6994
1.07049,1.07664,1.069,1.07603,11388
1.07603,1.07628,1.06874,1.07021,17215
1.0702,1.07286,1.07014,1.07195,9592
1.07195,1.07294,1.07084,1.07251,4678
1.07249,1.07298,1.07216,1.07267,1504
1.07233,1.07296,1.07203,1.07295,440
1.07295,1.07308,1.07252,1.07301,1004
1.07304,1.07341,1.07268,1.07321,1864
1.07318,1.0735,1.0723,1.07264,2244
1.07264,1.07331,1.07238,1.07328,1835
1.07328,1.07348,1.07303,1.07324,1533
1.07323,1.07348,1.07306,1.07335,1114
1.07333,1.07349,1.07273,1.07337,1084
1.07337,1.07396,1.07272,1.07272,2148
1.07272,1.07598,1.0724,1.07587,4641
1.07588,1.07589,1.07411,1.07523,6657
1.07524,1.07609,1.07502,1.07553,5111
1.07553,1.07558,1.0743,1.07465,3702
1.07465,1.07476,1.0733,1.07351,3344
1.0735,1.07493,1.07337,1.07338,4090
1.07338,1.07378,1.07258,1.07317,5500
1.07317,1.07433,1.07181,1.07251,8243
1.07251,1.0728,1.07137,1.07253,8857
1.07253,1.07364,1.07187,1.07336,6441
1.07336,1.07402,1.07259,1.07285,4607
1.07286,1.07392,1.07244,1.0734,5281
1.07341,1.07342,1.07209,1.07231,3816
1.07231,1.07246,1.07094,1.07138,3575
1.07138,1.07154,1.07113,1.07129,1100
1.07095,1.07164,1.07083,1.07124,3984
1.07121,1.07169,1.07094,1.07151,1138
1.07151,1.0719,1.07146,1.07159,1891
1.07159,1.0726,1.07093,1.07247,2699
1.07247,1.07328,1.07237,1.07307,1747
1.07308,1.07326,1.07254,1.07296,1585
1.07296,1.07326,1.07283,1.07321,1273
1.07321,1.07383,1.07268,1.07357,2505
1.07357,1.07449,1.07336,1.07398,2819
1.07398,1.07402,1.07241,1.0733,5189
1.0733,1.07596,1.07326,1.07529,6341
1.0753,1.0769,1.07511,1.07638,4860
1.07638,1.07785,1.07592,1.07775,4597
1.07776,1.07777,1.07587,1.07632,3759
1.07632,1.07723,1.07592,1.07695,3557
1.07694,1.07902,1.07628,1.07899,6372
1.07899,1.07908,1.07781,1.07801,6461
1.07802,1.07895,1.07616,1.07628,7137
1.07629,1.07634,1.07441,1.07609,5855
1.07604,1.07615,1.07391,1.07487,3659
1.07487,1.07488,1.07378,1.07413,4737
1.07413,1.07457,1.07332,1.07372,4707
1.07373,1.07395,1.07317,1.07336,2864
1.07336,1.074,1.07329,1.07386,945
1.07361,1.0742,1.07334,1.07401,1290
1.07402,1.0742,1.07379,1.0739,847
1.07391,1.07394,1.07257,1.07346,2056
1.07346,1.07386,1.07281,1.07336,2399
1.07329,1.07343,1.07243,1.07251,1893
1.07251,1.07261,1.07175,1.07208,2218
1.07208,1.07242,1.07173,1.07185,1854
1.07185,1.07268,1.07182,1.0726,2253
1.0726,1.07292,1.0722,1.07231,2377
1.07231,1.07448,1.07192,1.07412,8080
1.07412,1.07529,1.07267,1.07423,8214
1.07423,1.07449,1.07042,1.07068,7939
1.07067,1.07114,1.06917,1.0709,5147
1.07087,1.07112,1.06937,1.06986,3721
1.06986,1.07007,1.06813,1.06832,4134
1.06832,1.06994,1.06816,1.0696,6453
1.06959,1.07069,1.06862,1.06977,6842
1.06978,1.07067,1.06746,1.06769,9805
1.06771,1.0687,1.06682,1.06688,5712
1.06688,1.06742,1.06664,1.06684,3571
1.06684,1.06769,1.06677,1.06714,1994
1.06714,1.06754,1.06683,1.06733,2355
1.06736,1.06808,1.06733,1.06789,2008
1.09022,1.09173,1.09012,1.09069,4191
1.09069,1.09102,1.08934,1.08995,3690
1.08994,1.09102,1.08924,1.09087,2684
1.09088,1.09088,1.08979,1.09,2365
1.09,1.09168,1.08998,1.09153,2022
1.09152,1.0919,1.08897,1.08922,5520
1.08922,1.08999,1.0886,1.08968,4849
1.08968,1.09239,1.08927,1.09232,5364
1.09232,1.09284,1.09196,1.09261,3482
1.09261,1.09377,1.09261,1.09343,1868
1.09343,1.09362,1.09293,1.09339,1406
1.09339,1.0935,1.09295,1.09312,1307
1.09313,1.09313,1.09215,1.09232,1134
1.09229,1.09234,1.09163,1.09192,701
1.09185,1.09205,1.09166,1.09172,237
1.0918,1.09197,1.09152,1.09168,877
1.09168,1.09206,1.09159,1.09194,550
1.09194,1.0924,1.09141,1.09155,940
1.09155,1.09199,1.09146,1.09177,901
1.09178,1.09216,1.09171,1.09204,632
1.09204,1.09211,1.09187,1.09196,645
1.09195,1.09208,1.09147,1.09148,559
1.09149,1.0919,1.09146,1.09172,606
1.09172,1.09194,1.09115,1.09182,1091
1.09183,1.09197,1.09141,1.09155,857
1.09155,1.09178,1.09132,1.09156,646
1.09156,1.09159,1.09114,1.09137,856
1.09136,1.09218,1.09105,1.09217,711
1.09217,1.09217,1.09141,1.09175,765
1.09175,1.09177,1.08757,1.09036,5078
1.09035,1.09081,1.08934,1.08985,2268
1.08989,1.0915,1.08987,1.09149,1591
1.0915,1.09156,1.09057,1.09121,935
1.0912,1.0913,1.09088,1.091,792
1.09094,1.09104,1.09079,1.09081,396
1.09082,1.09096,1.09031,1.09074,1044
1.09075,1.09082,1.09002,1.09042,419
1.09057,1.09096,1.08973,1.08984,279
1.09002,1.09032,1.08964,1.08995,199
1.08994,1.09114,1.08994,1.09092,1216
1.09094,1.09135,1.09063,1.0913,960
1.09134,1.09147,1.09034,1.09034,2312
1.09035,1.09068,1.08974,1.09005,1990
1.09005,1.09029,1.08983,1.08985,1351
1.08985,1.09016,1.08967,1.08991,946
1.08991,1.09008,1.08947,1.08964,1252
1.08964,1.08998,1.0891,1.08994,1359
1.08995,1.09055,1.08954,1.0905,1312
1.09051,1.0917,1.09043,1.09168,1915
1.09168,1.09173,1.09088,1.0912,1278
1.0912,1.09167,1.09045,1.09061,1552
1.09062,1.09111,1.0905,1.09062,1248
1.09063,1.09084,1.08864,1.0889,2661
1.0889,1.08916,1.08471,1.0849,5847
1.08489,1.08574,1.08382,1.08383,4721
1.08384,1.08441,1.08313,1.08384,3376
1.08385,1.08478,1.08373,1.08392,2596
1.08392,1.08524,1.08381,1.08477,1257
1.0848,1.08573,1.0848,1.08558,1752
1.08561,1.08596,1.08538,1.08592,1476
1.08591,1.08632,1.08552,1.0863,1807
1.0863,1.08632,1.08593,1.08613,648
1.08601,1.0861,1.08565,1.08577,2761
1.08576,1.08654,1.08576,1.08645,823
1.08649,1.08701,1.08634,1.08687,625
1.08688,1.08789,1.08687,1.08776,1996
1.08777,1.0879,1.0867,1.08784,2761
1.08783,1.08854,1.08777,1.08826,2097
1.08825,1.08878,1.08796,1.08816,1653
1.08816,1.08859,1.0881,1.08826,1312
1.08825,1.08946,1.08825,1.08944,2337
1.08944,1.08976,1.0881,1.08842,3123
1.08843,1.09046,1.08834,1.08956,4575
1.08954,1.09103,1.08945,1.0907,3106
1.0907,1.092,1.09065,1.0913,3330
1.0913,1.09268,1.09085,1.09229,2970
1.09228,1.09242,1.0905,1.0905,3069
1.09048,1.09182,1.09022,1.09121,3619
1.09121,1.09243,1.09074,1.09214,4404
1.09215,1.09282,1.0911,1.09112,3868
1.09112,1.09162,1.09033,1.09047,2956
1.09048,1.09069,1.08974,1.08989,2069
1.08989,1.09108,1.08962,1.09105,1548
1.09106,1.09119,1.09041,1.09075,1302
1.09079,1.0917,1.09075,1.09142,1271
1.09142,1.09157,1.09121,1.09131,455
1.09099,1.09131,1.09078,1.09111,238
1.09111,1.09175,1.09111,1.09166,653
1.09166,1.09173,1.09144,1.0916,772
1.09165,1.09277,1.09147,1.09253,1508
1.09253,1.09288,1.09213,1.09261,2036
1.0926,1.09274,1.09169,1.0919,1873
1.0919,1.09255,1.09165,1.09243,1316
1.09242,1.09287,1.09225,1.09256,911
1.09256,1.09357,1.09253,1.09356,1064
1.09357,1.09373,1.09161,1.09268,2935
1.09267,1.09343,1.09195,1.09268,3668
1.09266,1.09303,1.0918,1.09238,2841
1.09235,1.09294,1.09207,1.0928,2121
1.0928,1.09361,1.09246,1.09248,2073
1.09248,1.09308,1.09211,1.09226,2291
1.09225,1.099,1.09197,1.0964,8622
1.09641,1.09881,1.09583,1.09744,7186
1.09748,1.1,1.09724,1.09761,7336
1.09761,1.09877,1.09701,1.09866,3833
1.09867,1.09965,1.09851,1.09963,2021
1.09962,1.09989,1.09926,1.09939,1661
1.09938,1.10004,1.09894,1.09949,2564
1.09948,1.09966,1.09867,1.09884,1798
1.0989,1.09915,1.09864,1.09914,536
1.09898,1.09907,1.09874,1.09906,143
1.09906,1.09951,1.09892,1.09948,714
1.09948,1.09995,1.09932,1.09965,826
1.09966,1.10051,1.09879,1.10021,1892
1.10022,1.10034,1.09942,1.09961,1836
1.0996,1.09983,1.09925,1.09928,1287
1.09928,1.09931,1.09838,1.09884,1237
1.09883,1.09935,1.09882,1.099,759
1.09898,1.09908,1.09832,1.09839,1042
1.09839,1.09915,1.09766,1.09813,2251
1.09813,1.10008,1.09811,1.09994,3708
1.09994,1.10252,1.09994,1.10148,4421
1.10148,1.10318,1.10107,1.10232,3125
1.10233,1.10268,1.10131,1.10142,2742
1.10141,1.10186,1.10084,1.10102,2526
1.10102,1.10537,1.10084,1.10489,7231
1.1049,1.10678,1.10434,1.10646,6465
1.10646,1.10659,1.10446,1.10471,5405
1.10472,1.10617,1.10462,1.1053,3305
1.1053,1.10571,1.10477,1.10557,2036
1.10559,1.10599,1.10504,1.10526,1864
1.10527,1.10529,1.1044,1.10485,1514
1.10485,1.10497,1.10444,1.10467,1279
1.10467,1.10488,1.10462,1.10473,603
1.1045,1.10474,1.10436,1.10448,243
1.10445,1.1049,1.10444,1.10478,564
1.10478,1.10517,1.10477,1.10517,672
1.10518,1.1059,1.10487,1.10545,2062
1.10545,1.10637,1.10531,1.10637,1533
1.10637,1.10752,1.10631,1.10703,1888
1.10703,1.10734,1.10663,1.10704,1523
1.10703,1.10728,1.10678,1.10691,1254
1.10692,1.10748,1.10621,1.10744,1971
1.10745,1.10759,1.10632,1.1067,2653
1.10665,1.10715,1.10596,1.10655,2878
1.10655,1.10662,1.10539,1.10591,2638
1.10591,1.10643,1.10555,1.10626,2289
1.10626,1.10668,1.10563,1.10587,2381
1.10587,1.10587,1.10478,1.1054,3057
1.1054,1.1074,1.10186,1.10347,9262
1.10342,1.10365,1.10186,1.10305,6539
1.10303,1.10303,1.09963,1.10062,9031
1.10063,1.10095,1.09752,1.09789,5481
1.09789,1.09853,1.09724,1.09778,3079
1.09778,1.09902,1.09754,1.09872,2418
1.09873,1.0999,1.09872,1.09989,1963
1.09989,1.09993,1.09922,1.09967,1550
1.09963,1.09976,1.0993,1.09946,807
1.09892,1.09943,1.09879,1.09913,239
1.09913,1.09936,1.09853,1.09869,1177
1.09869,1.09905,1.09833,1.09844,887
1.09844,1.09915,1.09727,1.09727,1562
1.09731,1.09759,1.09617,1.09712,2431
1.09712,1.0982,1.0971,1.09808,1965
1.09808,1.0981,1.09761,1.09763,1188
1.09763,1.09848,1.09758,1.09846,1145
1.09846,1.09947,1.09841,1.09889,1376
1.09887,1.09936,1.09835,1.09868,2804
1.09868,1.09998,1.09865,1.09921,3360
1.0992,1.09934,1.09642,1.0965,3786
1.0965,1.09849,1.09648,1.09806,3157
1.09808,1.0985,1.09725,1.09817,2481
1.09817,1.09844,1.09724,1.09769,2800
1.0977,1.09845,1.09516,1.09537,4920
1.09537,1.09571,1.09299,1.09322,6086
1.09322,1.0936,1.09093,1.09143,6316
1.09142,1.09241,1.09122,1.0914,4003
1.09143,1.09181,1.09106,1.09119,2394
1.09119,1.09257,1.09118,1.09239,1803
1.09238,1.09274,1.09192,1.09259,1392
1.09259,1.09313,1.09252,1.09311,1351
1.09307,1.09307,1.0926,1.09287,590
1.09227,1.09266,1.09227,1.09254,262
1.09254,1.09287,1.09235,1.09241,527
1.09241,1.09265,1.09237,1.09245,571
1.09245,1.09291,1.09223,1.09252,1478
1.09252,1.09345,1.09234,1.0933,2070
1.09336,1.09361,1.0928,1.09339,2106
1.09339,1.0939,1.0933,1.09357,1571
1.09357,1.09379,1.09339,1.0937,842
1.0937,1.09438,1.09344,1.09423,1179
1.09424,1.09526,1.09352,1.09492,3411
1.09487,1.09709,1.09469,1.09704,4149
1.09704,1.09829,1.09666,1.09812,3520
1.09812,1.0983,1.09705,1.09749,3281
1.09749,1.098,1.09691,1.09777,2347
1.09787,1.09787,1.09658,1.09664,3065
1.09663,1.09782,1.09546,1.09558,4386
1.09558,1.0965,1.0943,1.09578,5012
1.09579,1.09712,1.09533,1.09623,5404
1.09624,1.09665,1.09563,1.09573,3171
1.09574,1.09704,1.09547,1.09703,2022
1.09704,1.09713,1.09673,1.09684,1660
1.09684,1.09744,1.09674,1.09713,1564
1.09713,1.09749,1.09697,1.0971,1534
1.09707,1.09735,1.097,1.09723,597
1.09676,1.09714,1.09645,1.09706,1504
1.09707,1.09752,1.09704,1.09736,1346
1.09737,1.09766,1.09731,1.09749,733
1.09751,1.09829,1.09738,1.09827,1613
1.09826,1.0984,1.09684,1.09695,2056
1.09696,1.0974,1.09649,1.09739,1739
1.09739,1.09754,1.09699,1.09742,1012
1.09743,1.09746,1.09674,1.09686,762
1.09686,1.09704,1.09602,1.09611,1406
1.09608,1.09705,1.09465,1.09562,5597
1.09563,1.09725,1.09562,1.09627,4425
1.09628,1.09632,1.09486,1.09554,3987
1.09552,1.09633,1.09261,1.093,4635
1.09302,1.09418,1.09272,1.09338,2889
1.09338,1.09339,1.09174,1.09313,3473
1.09312,1.09498,1.09274,1.09498,3872
1.09498,1.09639,1.09474,1.09602,4452
1.09602,1.09794,1.09571,1.09573,4899
1.09574,1.09624,1.09512,1.09531,3284
1.09531,1.09668,1.09519,1.09657,2309
1.09658,1.09668,1.09543,1.09561,1914
1.09563,1.09606,1.09518,1.09527,1944
1.09527,1.0956,1.09518,1.0955,1297
1.09549,1.09571,1.09516,1.09558,624
1.09546,1.0958,1.0953,1.09556,703
1.09556,1.0957,1.09513,1.09528,549
1.09524,1.09531,1.0947,1.09516,664
1.09517,1.09591,1.09508,1.09567,1488
1.09566,1.09614,1.09495,1.09602,2083
1.09599,1.09608,1.09523,1.0954,1543
1.09539,1.09617,1.09531,1.09595,1194
1.09595,1.09598,1.09553,1.09592,1030
1.09592,1.09641,1.09553,1.0962,1189
1.0962,1.09733,1.09601,1.09671,3057
1.09671,1.09692,1.095,1.09613,4523
1.09613,1.09785,1.09562,1.09714,4281
1.09715,1.09733,1.09564,1.09618,3161
1.09617,1.09784,1.09576,1.09711,2538
1.09711,1.0975,1.09538,1.09549,2917
1.09549,1.0985,1.09335,1.09777,7370
1.09776,1.09818,1.09646,1.09726,5640
1.09726,1.09898,1.09712,1.09795,5496
1.09796,1.09807,1.09656,1.09695,3533
1.09696,1.09721,1.09634,1.09673,2385
1.09673,1.09708,1.09638,1.09703,1594
1.09703,1.09727,1.09587,1.0965,1935
1.0965,1.09656,1.09564,1.09635,2091
1.09635,1.097,1.09632,1.09698,747
1.09646,1.09707,1.09639,1.09682,392
1.09687,1.09718,1.09669,1.09683,622
1.09683,1.097,1.09658,1.09676,720
1.09676,1.09724,1.09618,1.09702,1335
1.09702,1.09732,1.09651,1.09652,1421
1.09652,1.09704,1.09633,1.09652,1400
1.09652,1.09666,1.09631,1.0964,892
1.09639,1.09639,1.09587,1.09605,706
1.09606,1.09613,1.09556,1.09608,1085
1.09605,1.09638,1.09379,1.09419,3407
1.09419,1.09578,1.09385,1.09565,4377
1.09563,1.09722,1.09525,1.09596,4068
1.09597,1.09622,1.09515,1.09548,2607
1.09548,1.09714,1.0949,1.09652,2235
1.09652,1.09857,1.09629,1.09815,3127
1.09816,1.09902,1.09735,1.09882,3265
1.09881,1.09938,1.09534,1.09558,6579
1.09557,1.09794,1.09426,1.09721,6370
1.09724,1.09798,1.09702,1.09721,3796
1.09722,1.09799,1.09693,1.09792,2680
1.09792,1.09811,1.09722,1.09807,1863
1.09807,1.09879,1.0975,1.09767,1454
1.09767,1.09903,1.09748,1.09903,1804
1.09902,1.09928,1.0985,1.09894,976
1.09888,1.09904,1.09866,1.09868,323
1.09868,1.09933,1.09864,1.09926,541
1.09926,1.09961,1.09913,1.09918,552
1.09918,1.09949,1.09842,1.09948,1394
1.09949,1.09949,1.09869,1.09874,1670
1.09873,1.09908,1.09803,1.09811,1652
1.09809,1.09848,1.09798,1.09816,1086
1.09813,1.09827,1.09796,1.09805,855
1.09805,1.09813,1.09726,1.09783,1381
1.09783,1.09866,1.09732,1.09749,2697
1.09749,1.09883,1.09659,1.09867,3360
1.09867,1.10095,1.09839,1.10086,3628
1.10086,1.10205,1.09995,1.10005,3489
1.10004,1.10172,1.09991,1.10165,2910
1.10165,1.10176,1.09991,1.10024,2510
1.10023,1.10251,1.09994,1.10232,3049
1.1023,1.10315,1.1013,1.1024,4434
1.10237,1.1037,1.10207,1.10294,4537
1.10294,1.10323,1.10206,1.1026,3228
1.1026,1.10342,1.10249,1.1034,1878
1.10341,1.10484,1.10336,1.10441,1730
1.10441,1.10501,1.1042,1.10466,1430
1.10466,1.1047,1.1042,1.10433,1084
1.10434,1.10452,1.10433,1.10446,545
1.10437,1.10479,1.1041,1.1046,1051
1.10459,1.10519,1.10456,1.10509,509
1.10512,1.10571,1.10494,1.1057,807
1.10577,1.10666,1.10533,1.10592,1560
1.10592,1.1067,1.10562,1.10569,1908
1.10569,1.1057,1.10518,1.10538,1828
1.10538,1.10569,1.10514,1.1053,1073
1.1053,1.10588,1.10508,1.10513,1065
1.10513,1.10544,1.10452,1.10492,1565
1.10492,1.10565,1.10464,1.10516,3101
1.10517,1.10517,1.10247,1.10329,5384
1.10328,1.10412,1.10254,1.10397,3334
1.10398,1.10441,1.10301,1.10305,2651
1.10307,1.1036,1.10197,1.10207,2268
1.10207,1.10238,1.10096,1.10169,2557
1.10169,1.10294,1.10141,1.10173,3668
1.10173,1.10188,1.09944,1.09988,4509
1.09987,1.10038,1.09752,1.09769,6523
1.09769,1.09875,1.09686,1.09687,3863
1.09687,1.09735,1.09653,1.09681,2592
1.09681,1.09728,1.09641,1.09687,2763
1.09688,1.09738,1.09648,1.09724,2517
1.09724,1.09763,1.09687,1.097,1713
1.09703,1.09755,1.09696,1.09746,839
1.09666,1.09752,1.09666,1.09737,765
1.09725,1.09801,1.09721,1.09782,1297
1.09781,1.09804,1.09728,1.09779,1031
1.09779,1.09801,1.09719,1.09782,1809
1.09783,1.09785,1.09683,1.09755,2298
1.09755,1.09789,1.09726,1.09772,1725
1.09772,1.09785,1.09737,1.09753,1133
1.09753,1.09819,1.09723,1.09813,1007
1.09813,1.09906,1.09799,1.09888,1694
1.09887,1.10117,1.09848,1.10068,2994
1.10067,1.1026,1.10042,1.10194,5189
1.10194,1.10431,1.1016,1.10419,4468
1.1042,1.10544,1.10369,1.10411,4363
1.10411,1.10627,1.10388,1.10451,3645
1.10451,1.10584,1.10313,1.10463,5792
1.10462,1.10575,1.10357,1.10538,5090
1.10538,1.10956,1.10482,1.10851,7378
1.10852,1.1086,1.10419,1.10434,6659
1.10434,1.10569,1.10364,1.10509,4747
1.10509,1.10528,1.1033,1.10411,3262
1.10411,1.10422,1.10348,1.10375,2263
1.10376,1.10398,1.10324,1.10391,2399
1.10388,1.1041,1.10325,1.10357,1899
1.10356,1.10417,1.10352,1.10416,843
1.10381,1.10413,1.10356,1.10401,675
1.10408,1.10442,1.10352,1.10398,987
1.10398,1.10464,1.10388,1.10452,756
1.10452,1.10475,1.10409,1.10458,1789
1.10456,1.10492,1.1039,1.10457,1868
1.1046,1.10537,1.10428,1.1053,1520
1.10529,1.10539,1.10457,1.10457,1160
1.10456,1.1055,1.10456,1.10507,1148
1.10507,1.10635,1.10499,1.10597,2054
1.10597,1.10617,1.10489,1.1056,3041
1.1056,1.10586,1.10401,1.10497,4375
1.10496,1.10594,1.10414,1.1053,3081
1.1053,1.10558,1.1034,1.1038,3001
1.1038,1.10477,1.10346,1.10448,2512
1.10448,1.10499,1.10308,1.10345,3352
1.10344,1.10575,1.10007,1.10131,7738
1.10134,1.10248,1.09922,1.101,7666
1.101,1.10233,1.10051,1.10107,5775
1.10106,1.10269,1.10061,1.10156,4166
1.10157,1.10204,1.10072,1.10087,2292
1.05063,1.0515,1.05063,1.05116,708
1.05118,1.05153,1.05016,1.05022,2203
1.05022,1.05045,1.04948,1.05017,3603
1.05019,1.05074,1.04945,1.04958,2834
1.04955,1.05047,1.04944,1.0504,2511
1.05037,1.05044,1.04948,1.0501,2161
1.05012,1.05061,1.04939,1.05037,2325
1.05034,1.05188,1.05023,1.05136,2936
1.05131,1.05308,1.05095,1.05261,5284
1.0526,1.05274,1.05124,1.05267,6002
1.05266,1.05269,1.04895,1.04948,4760
1.04948,1.05136,1.04909,1.05132,4627
1.05133,1.05143,1.04924,1.05084,3923
1.05084,1.05244,1.05064,1.05187,5079
1.05188,1.0532,1.05108,1.05204,7885
1.05205,1.05402,1.05172,1.0539,10971
1.0539,1.0549,1.05351,1.05452,8308
1.05452,1.05651,1.05343,1.05514,6943
1.05514,1.05564,1.05393,1.05442,4970
1.05442,1.05619,1.05383,1.0558,4627
1.0558,1.05637,1.05454,1.05602,5974
1.05599,1.0561,1.05531,1.05555,3881
1.05553,1.05591,1.05523,1.05523,1282
1.05536,1.05566,1.05516,1.05547,1877
1.05547,1.05631,1.05533,1.05556,1371
1.05552,1.05601,1.05518,1.05598,1147
1.05601,1.05854,1.05591,1.05788,4569
1.05793,1.05807,1.05661,1.05737,2572
1.05737,1.05841,1.05735,1.05803,3125
1.05806,1.05827,1.05757,1.05761,1756
1.05761,1.05868,1.05744,1.05769,1948
1.0577,1.05787,1.05709,1.05759,2471
1.05758,1.05881,1.05668,1.0568,6095
1.05681,1.05771,1.05609,1.05611,5563
1.05611,1.05663,1.05468,1.05573,5247
1.05576,1.05688,1.05527,1.05587,3761
1.05586,1.05646,1.05511,1.05538,4470
1.05538,1.05665,1.05503,1.05561,5013
1.05562,1.05664,1.05043,1.05387,11736
1.05393,1.05505,1.05251,1.05344,10940
1.05338,1.05582,1.05191,1.05408,12658
1.05408,1.05541,1.0535,1.05495,6577
1.05495,1.05504,1.05321,1.05457,4792
1.05456,1.05561,1.05398,1.05495,4121
1.05495,1.05523,1.05437,1.0547,3689
1.05469,1.05481,1.05303,1.05304,4219
1.05303,1.05336,1.05287,1.05334,1640
1.05275,1.05385,1.05275,1.05332,393
1.0532,1.0534,1.05183,1.05206,1200
1.05206,1.0523,1.05097,1.05134,2679
1.05135,1.05179,1.05058,1.05123,3774
1.05125,1.05203,1.05061,1.05131,2490
1.05133,1.05168,1.05118,1.0515,1708
1.05151,1.05198,1.05141,1.05163,1393
1.05162,1.05168,1.05082,1.05164,2316
1.05163,1.05279,1.05085,1.05227,3219
1.05227,1.05368,1.05146,1.05264,6225
1.05261,1.05514,1.05202,1.05452,6502
1.05453,1.05649,1.05445,1.05595,5910
1.05594,1.0567,1.05547,1.05647,3859
1.05646,1.05743,1.05591,1.05657,4467
1.05657,1.05744,1.05535,1.05556,4485
1.05557,1.05777,1.05535,1.05717,5195
1.05717,1.05768,1.05497,1.05557,7752
1.05559,1.05803,1.05204,1.05238,9389
1.05238,1.05498,1.05176,1.05443,7225
1.05443,1.05487,1.05288,1.05343,4158
1.05343,1.05356,1.0516,1.05224,5543
1.05224,1.05263,1.05108,1.05222,3521
1.05222,1.05381,1.05209,1.0536,3983
1.0536,1.05387,1.05334,1.05378,1270
1.05351,1.05356,1.05288,1.05351,439
1.05356,1.05422,1.05331,1.05409,770
1.05409,1.05478,1.05372,1.05446,2008
1.05448,1.05494,1.05401,1.05465,3355
1.05464,1.05542,1.0545,1.05465,2453
1.05465,1.05482,1.05333,1.05345,2744
1.05348,1.05415,1.05311,1.05413,1927
1.05412,1.05518,1.05362,1.05509,2582
1.05516,1.05549,1.05456,1.05468,3026
1.05472,1.05606,1.05462,1.05515,5314
1.05515,1.05607,1.05315,1.05477,6566
1.05475,1.05475,1.05312,1.05431,5461
1.05431,1.05433,1.0528,1.05355,4474
1.05355,1.05461,1.05332,1.05357,3866
1.05358,1.05525,1.05328,1.05485,5097
1.05484,1.06616,1.054,1.06465,15667
1.06472,1.06734,1.06312,1.0645,16509
1.06453,1.06506,1.06207,1.06364,15267
1.06365,1.06589,1.06247,1.06296,10378
1.06297,1.06383,1.06107,1.06146,10109
1.06146,1.0628,1.06104,1.06203,7885
1.06204,1.06412,1.06181,1.06362,5964
1.06362,1.06384,1.06255,1.0627,6146
1.06271,1.06332,1.0627,1.06319,1920
1.06319,1.06334,1.06253,1.06322,1612
1.06315,1.06359,1.06203,1.06241,2095
1.06241,1.06384,1.0623,1.0636,3388
1.06362,1.06391,1.06308,1.06347,4025
1.06345,1.06386,1.06265,1.06278,2669
1.06279,1.0629,1.0624,1.06262,1361
1.06262,1.06268,1.06199,1.0624,1143
1.06241,1.06305,1.06235,1.06261,1574
1.06261,1.06406,1.06259,1.06374,3895
1.06374,1.06423,1.062,1.06299,6304
1.06298,1.06447,1.0619,1.06422,7524
1.06423,1.0665,1.0639,1.06622,6879
1.06623,1.06722,1.06534,1.06698,7053
1.06698,1.06711,1.06451,1.06518,5596
1.06519,1.06521,1.06385,1.06454,5415
1.06455,1.06534,1.06363,1.06467,7056
1.06466,1.0651,1.06317,1.06427,8759
1.06428,1.06617,1.06411,1.06467,8320
1.06469,1.06612,1.06418,1.06542,7253
1.06541,1.06676,1.06495,1.06514,5712
1.06514,1.06848,1.06505,1.06793,5576
1.06422,1.06781,1.06204,1.06637,23507
1.06637,1.06951,1.06617,1.06794,15798
1.06795,1.06869,1.06762,1.06819,1925
1.06811,1.06823,1.06788,1.06801,299
1.06795,1.06804,1.06714,1.06755,2145
1.06756,1.06827,1.06666,1.06792,2097
1.06792,1.06803,1.06599,1.06621,2978
1.06622,1.0665,1.06544,1.06582,2264
1.06582,1.06599,1.06538,1.06546,1696
1.06547,1.06551,1.06466,1.06477,1834
1.06477,1.06593,1.06457,1.06583,2445
1.06583,1.06609,1.06534,1.06548,2750
1.06546,1.06566,1.064,1.06411,4919
1.06412,1.06468,1.06204,1.06217,8672
1.06217,1.0623,1.06057,1.06219,7450
1.06219,1.06277,1.06158,1.06159,5537
1.06159,1.06245,1.06068,1.0624,5201
1.06244,1.0628,1.0614,1.06229,6551
1.0623,1.0668,1.06141,1.06526,11905
1.06525,1.07363,1.06484,1.06991,17261
1.06991,1.07046,1.06231,1.06485,15076
1.06485,1.06566,1.06285,1.06369,9265
1.06375,1.06386,1.05929,1.05991,8138
1.05999,1.06239,1.05922,1.06224,4930
1.06224,1.06372,1.06193,1.0631,4237
1.06309,1.06384,1.06214,1.06252,3887
1.06252,1.06276,1.06199,1.06259,1393
1.06236,1.06289,1.06202,1.06276,560
1.06276,1.06387,1.06243,1.06383,1150
1.06383,1.0643,1.06343,1.06407,2208
1.06406,1.06471,1.06386,1.06417,4019
1.06418,1.06625,1.06409,1.0651,3782
1.06508,1.06534,1.06454,1.06478,2153
1.06478,1.06516,1.06437,1.06462,1511
1.06462,1.0648,1.06407,1.06457,2111
1.06454,1.06606,1.06424,1.06562,2821
1.06559,1.06631,1.06307,1.06312,6121
1.06313,1.06608,1.06254,1.06555,6830
1.06555,1.06576,1.061,1.06113,6261
1.06112,1.06287,1.06092,1.06238,5626
1.06236,1.06397,1.06203,1.06353,4906
1.06353,1.06382,1.06172,1.06217,4564
1.06217,1.06361,1.06135,1.06342,5711
