<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2023.01.31,2:00:00,1.08502,1.08572,1.08486,1.08539,1950
2023.01.31,3:00:00,1.0854,1.08601,1.0851,1.08576,1792
2023.01.31,4:00:00,1.08576,1.0859,1.085,1.08519,1750
2023.01.31,5:00:00,1.08519,1.08527,1.08442,1.08446,1262
2023.01.31,6:00:00,1.08446,1.08462,1.08395,1.0846,1160
2023.01.31,7:00:00,1.0846,1.08469,1.08332,1.08347,1455
2023.01.31,8:00:00,1.08349,1.08423,1.08317,1.08395,2103
2023.01.31,9:00:00,1.08396,1.08498,1.08343,1.08442,4136
2023.01.31,10:00:00,1.08442,1.0845,1.08026,1.08036,6887
2023.01.31,11:00:00,1.08033,1.08345,1.08017,1.08296,5425
2023.01.31,12:00:00,1.08295,1.08315,1.08203,1.0823,4065
2023.01.31,13:00:00,1.08228,1.08382,1.08215,1.08359,3700
2023.01.31,14:00:00,1.08362,1.08388,1.08256,1.08262,3964
2023.01.31,15:00:00,1.08261,1.08634,1.08261,1.08512,9388
2023.01.31,16:00:00,1.08513,1.08646,1.08432,1.08479,8149
2023.01.31,17:00:00,1.08474,1.08626,1.08336,1.08597,10267
2023.01.31,18:00:00,1.08597,1.08678,1.08533,1.08571,7095
2023.01.31,19:00:00,1.0857,1.08664,1.08508,1.08652,3539
2023.01.31,20:00:00,1.08653,1.0875,1.08647,1.08724,2387
2023.01.31,21:00:00,1.08725,1.08741,1.08631,1.08642,2411
2023.01.31,22:00:00,1.08643,1.08731,1.08599,1.08721,3085
2023.01.31,23:00:00,1.08723,1.08727,1.08607,1.08614,2052
2023.02.01,0:00:00,1.08607,1.08639,1.08577,1.08606,369
2023.02.01,1:00:00,1.08606,1.08654,1.08591,1.08604,922
2023.02.01,2:00:00,1.08607,1.08642,1.08585,1.08624,1378
2023.02.01,3:00:00,1.08624,1.08637,1.08571,1.08573,1732
2023.02.01,4:00:00,1.08573,1.08573,1.08523,1.08538,1264
2023.02.01,5:00:00,1.0854,1.08628,1.08525,1.08628,867
2023.02.01,6:00:00,1.08627,1.08689,1.08626,1.08658,866
2023.02.01,7:00:00,1.08657,1.08749,1.08654,1.08717,790
2023.02.01,8:00:00,1.08717,1.08769,1.08658,1.08697,1448
2023.02.01,9:00:00,1.08697,1.08838,1.08667,1.08802,4274
2023.02.01,10:00:00,1.08802,1.08886,1.08697,1.08875,5108
2023.02.01,11:00:00,1.08876,1.08886,1.08786,1.08833,3924
2023.02.01,12:00:00,1.08825,1.08939,1.08792,1.08922,3755
2023.02.01,13:00:00,1.08923,1.08969,1.08886,1.08926,3173
2023.02.01,14:00:00,1.08926,1.08979,1.08881,1.08914,2993
2023.02.01,15:00:00,1.08917,1.091,1.08882,1.09042,6057
2023.02.01,16:00:00,1.09041,1.09109,1.09011,1.0904,5194
2023.02.01,17:00:00,1.09046,1.09247,1.08896,1.09197,9919
2023.02.01,18:00:00,1.09197,1.09241,1.09143,1.09166,4660
2023.02.01,19:00:00,1.09166,1.09192,1.09048,1.09079,3565
2023.02.01,20:00:00,1.0908,1.09209,1.09062,1.09162,3558
2023.02.01,21:00:00,1.09057,1.0987,1.08885,1.09779,20733
2023.02.01,22:00:00,1.09781,1.10014,1.09695,1.09883,12594
2023.02.01,23:00:00,1.09882,1.09907,1.09833,1.09886,2484
2023.02.02,0:00:00,1.0987,1.09894,1.0984,1.09865,1010
2023.02.02,1:00:00,1.09865,1.10329,1.0985,1.10127,3868
2023.02.02,2:00:00,1.10127,1.10267,1.10104,1.10188,2827
2023.02.02,3:00:00,1.1019,1.10212,1.10064,1.10134,2995
2023.02.02,4:00:00,1.10131,1.10213,1.1012,1.10188,2589
2023.02.02,5:00:00,1.10188,1.10207,1.10147,1.10176,1646
2023.02.02,6:00:00,1.10173,1.10255,1.10158,1.10198,1430
2023.02.02,7:00:00,1.10197,1.1025,1.10192,1.10202,2135
2023.02.02,8:00:00,1.10201,1.10218,1.10045,1.10052,2523
2023.02.02,9:00:00,1.10057,1.10148,1.09913,1.09936,4655
2023.02.02,10:00:00,1.09936,1.10106,1.09915,1.10052,5618
2023.02.02,11:00:00,1.10052,1.10063,1.09888,1.09987,5151
2023.02.02,12:00:00,1.09987,1.10004,1.09806,1.0983,4426
2023.02.02,13:00:00,1.0983,1.10023,1.09822,1.09993,3816
2023.02.02,14:00:00,1.09993,1.10043,1.09825,1.09842,9389
2023.02.02,15:00:00,1.09842,1.10039,1.09438,1.09452,11970
2023.02.02,16:00:00,1.09452,1.09665,1.09048,1.09052,14418
2023.02.02,17:00:00,1.09051,1.09398,1.08853,1.09369,10831
2023.02.02,18:00:00,1.09366,1.0949,1.09072,1.0917,6637
2023.02.02,19:00:00,1.09171,1.09269,1.09057,1.09084,5170
2023.02.02,20:00:00,1.09089,1.09229,1.09079,1.09193,3704
2023.02.02,21:00:00,1.09193,1.09225,1.09053,1.0908,5647
2023.02.02,22:00:00,1.09081,1.09151,1.09055,1.09139,5680
2023.02.02,23:00:00,1.09139,1.09163,1.09081,1.09099,4179
2023.02.03,0:00:00,1.09081,1.09092,1.09058,1.09072,411
2023.02.03,1:00:00,1.09072,1.09115,1.09042,1.09047,1028
2023.02.03,2:00:00,1.09047,1.09052,1.08923,1.08974,2532
2023.02.03,3:00:00,1.08968,1.08996,1.08912,1.08937,2125
2023.02.03,4:00:00,1.08937,1.0896,1.08879,1.08896,2075
2023.02.03,5:00:00,1.08896,1.08959,1.08894,1.08939,1280
2023.02.03,6:00:00,1.08939,1.08947,1.08872,1.08931,1280
2023.02.03,7:00:00,1.08931,1.08985,1.089,1.08937,1666
2023.02.03,8:00:00,1.08938,1.08999,1.08915,1.08984,1929
2023.02.03,9:00:00,1.08977,1.0906,1.0882,1.08995,5192
2023.02.03,10:00:00,1.08995,1.09075,1.08848,1.09035,5441
2023.02.03,11:00:00,1.09036,1.0931,1.08936,1.09301,5266
2023.02.03,12:00:00,1.09299,1.09368,1.09251,1.09351,4248
2023.02.03,13:00:00,1.09353,1.09371,1.09247,1.09292,3698
2023.02.03,14:00:00,1.09292,1.09371,1.0926,1.09328,3709
2023.02.03,15:00:00,1.09318,1.09402,1.08265,1.08399,14065
2023.02.03,16:00:00,1.08398,1.08717,1.08327,1.08635,13245
2023.02.03,17:00:00,1.08618,1.08762,1.08094,1.08584,16077
2023.02.03,18:00:00,1.08584,1.08617,1.08235,1.08252,9245
2023.02.03,19:00:00,1.08251,1.08369,1.08222,1.08247,5555
2023.02.03,20:00:00,1.08247,1.08249,1.08054,1.08119,5499
2023.02.03,21:00:00,1.08118,1.08146,1.08019,1.08047,4719
2023.02.03,22:00:00,1.08046,1.08048,1.07932,1.07934,4163
2023.02.03,23:00:00,1.07939,1.08007,1.07923,1.07932,1769
2023.02.06,0:00:00,1.07854,1.07934,1.07839,1.07904,470
2023.02.06,1:00:00,1.07905,1.07978,1.07848,1.07895,4245
2023.02.06,2:00:00,1.07894,1.07949,1.07814,1.07887,3759
2023.02.06,3:00:00,1.07885,1.07941,1.07843,1.07851,3125
2023.02.06,4:00:00,1.07851,1.07982,1.07822,1.07906,3499
2023.02.06,5:00:00,1.07906,1.07982,1.07892,1.07902,2431
2023.02.06,6:00:00,1.07902,1.07989,1.07887,1.07963,2277
2023.02.06,7:00:00,1.07962,1.07981,1.07901,1.07968,1885
2023.02.06,8:00:00,1.07968,1.0798,1.07865,1.07873,2231
2023.02.06,9:00:00,1.07873,1.07965,1.078,1.078,4573
2023.02.06,10:00:00,1.078,1.07954,1.07748,1.07853,6428
2023.02.06,11:00:00,1.07853,1.07883,1.07652,1.07667,5894
2023.02.06,12:00:00,1.07667,1.07776,1.07599,1.0766,5200
2023.02.06,13:00:00,1.07659,1.07674,1.07568,1.07662,3679
2023.02.06,14:00:00,1.07662,1.07832,1.07657,1.07732,3859
2023.02.06,15:00:00,1.0773,1.07779,1.07572,1.07581,6297
2023.02.06,16:00:00,1.07581,1.07662,1.07391,1.07445,8354
2023.02.06,17:00:00,1.07447,1.07479,1.07221,1.07301,8503
2023.02.06,18:00:00,1.07303,1.07394,1.07174,1.07213,6377
2023.02.06,19:00:00,1.07213,1.0722,1.07095,1.07132,4390
2023.02.06,20:00:00,1.07132,1.07267,1.07103,1.07264,3269
2023.02.06,21:00:00,1.07263,1.07373,1.07235,1.07247,3579
2023.02.06,22:00:00,1.07247,1.0731,1.07185,1.07298,3706
2023.02.06,23:00:00,1.07295,1.07303,1.07236,1.07249,1005
2023.02.07,0:00:00,1.07242,1.07277,1.07203,1.07258,2345
2023.02.07,1:00:00,1.07259,1.07292,1.07232,1.07291,1115
2023.02.07,2:00:00,1.0729,1.07363,1.07282,1.07362,1608
2023.02.07,3:00:00,1.07365,1.07425,1.07336,1.07412,2441
2023.02.07,4:00:00,1.07412,1.07416,1.07361,1.0741,2063
2023.02.07,5:00:00,1.07411,1.07427,1.07359,1.07383,2928
2023.02.07,6:00:00,1.07382,1.07383,1.07286,1.07328,2029
2023.02.07,7:00:00,1.0733,1.07418,1.07307,1.07404,2294
2023.02.07,8:00:00,1.07404,1.07438,1.07352,1.07393,2508
2023.02.07,9:00:00,1.07392,1.07398,1.07231,1.07242,5148
2023.02.07,10:00:00,1.07242,1.07261,1.06971,1.07192,8518
2023.02.07,11:00:00,1.07191,1.0735,1.07107,1.0711,6238
2023.02.07,12:00:00,1.07109,1.07227,1.07068,1.07137,4859
2023.02.07,13:00:00,1.07136,1.07181,1.06982,1.07051,5283
2023.02.07,14:00:00,1.0705,1.07124,1.07018,1.07055,4769
2023.02.07,15:00:00,1.07053,1.07065,1.06859,1.06954,6314
2023.02.07,16:00:00,1.06954,1.06995,1.06798,1.06824,7076
2023.02.07,17:00:00,1.06824,1.06967,1.06692,1.06928,8279
2023.02.07,18:00:00,1.06928,1.07122,1.06886,1.07049,6994
2023.02.07,19:00:00,1.07049,1.07664,1.069,1.07603,11388
2023.02.07,20:00:00,1.07603,1.07628,1.06874,1.07021,17215
2023.02.07,21:00:00,1.0702,1.07286,1.07014,1.07195,9592
2023.02.07,22:00:00,1.07195,1.07294,1.07084,1.07251,4678
2023.02.07,23:00:00,1.07249,1.07298,1.07216,1.07267,1504
2023.02.08,0:00:00,1.07233,1.07296,1.07203,1.07295,440
2023.02.08,1:00:00,1.07295,1.07308,1.07252,1.07301,1004
2023.02.08,2:00:00,1.07304,1.07341,1.07268,1.07321,1864
2023.02.08,3:00:00,1.07318,1.0735,1.0723,1.07264,2244
2023.02.08,4:00:00,1.07264,1.07331,1.07238,1.07328,1835
2023.02.08,5:00:00,1.07328,1.07348,1.07303,1.07324,1533
2023.02.08,6:00:00,1.07323,1.07348,1.07306,1.07335,1114
2023.02.08,7:00:00,1.07333,1.07349,1.07273,1.07337,1084
2023.02.08,8:00:00,1.07337,1.07396,1.07272,1.07272,2148
2023.02.08,9:00:00,1.07272,1.07598,1.0724,1.07587,4641
2023.02.08,10:00:00,1.07588,1.07589,1.07411,1.07523,6657
2023.02.08,11:00:00,1.07524,1.07609,1.07502,1.07553,5111
2023.02.08,12:00:00,1.07553,1.07558,1.0743,1.07465,3702
2023.02.08,13:00:00,1.07465,1.07476,1.0733,1.07351,3344
2023.02.08,14:00:00,1.0735,1.07493,1.07337,1.07338,4090
2023.02.08,15:00:00,1.07338,1.07378,1.07258,1.07317,5500
2023.02.08,16:00:00,1.07317,1.07433,1.07181,1.07251,8243
2023.02.08,17:00:00,1.07251,1.0728,1.07137,1.07253,8857
2023.02.08,18:00:00,1.07253,1.07364,1.07187,1.07336,6441
2023.02.08,19:00:00,1.07336,1.07402,1.07259,1.07285,4607
2023.02.08,20:00:00,1.07286,1.07392,1.07244,1.0734,5281
2023.02.08,21:00:00,1.07341,1.07342,1.07209,1.07231,3816
2023.02.08,22:00:00,1.07231,1.07246,1.07094,1.07138,3575
2023.02.08,23:00:00,1.07138,1.07154,1.07113,1.07129,1100
2023.02.09,0:00:00,1.07095,1.07164,1.07083,1.07124,3984
2023.02.09,1:00:00,1.07121,1.07169,1.07094,1.07151,1138
2023.02.09,2:00:00,1.07151,1.0719,1.07146,1.07159,1891
2023.02.09,3:00:00,1.07159,1.0726,1.07093,1.07247,2699
2023.02.09,4:00:00,1.07247,1.07328,1.07237,1.07307,1747
2023.02.09,5:00:00,1.07308,1.07326,1.07254,1.07296,1585
2023.02.09,6:00:00,1.07296,1.07326,1.07283,1.07321,1273
2023.02.09,7:00:00,1.07321,1.07383,1.07268,1.07357,2505
2023.02.09,8:00:00,1.07357,1.07449,1.07336,1.07398,2819
2023.02.09,9:00:00,1.07398,1.07402,1.07241,1.0733,5189
2023.02.09,10:00:00,1.0733,1.07596,1.07326,1.07529,6341
2023.02.09,11:00:00,1.0753,1.0769,1.07511,1.07638,4860
2023.02.09,12:00:00,1.07638,1.07785,1.07592,1.07775,4597
2023.02.09,13:00:00,1.07776,1.07777,1.07587,1.07632,3759
2023.02.09,14:00:00,1.07632,1.07723,1.07592,1.07695,3557
2023.02.09,15:00:00,1.07694,1.07902,1.07628,1.07899,6372
2023.02.09,16:00:00,1.07899,1.07908,1.07781,1.07801,6461
2023.02.09,17:00:00,1.07802,1.07895,1.07616,1.07628,7137
2023.02.09,18:00:00,1.07629,1.07634,1.07441,1.07609,5855
2023.02.09,19:00:00,1.07604,1.07615,1.07391,1.07487,3659
2023.02.09,20:00:00,1.07487,1.07488,1.07378,1.07413,4737
2023.02.09,21:00:00,1.07413,1.07457,1.07332,1.07372,4707
2023.02.09,22:00:00,1.07373,1.07395,1.07317,1.07336,2864
2023.02.09,23:00:00,1.07336,1.074,1.07329,1.07386,945
2023.02.10,0:00:00,1.07361,1.0742,1.07334,1.07401,1290
2023.02.10,1:00:00,1.07402,1.0742,1.07379,1.0739,847
2023.02.10,2:00:00,1.07391,1.07394,1.07257,1.07346,2056
2023.02.10,3:00:00,1.07346,1.07386,1.07281,1.07336,2399
2023.02.10,4:00:00,1.07329,1.07343,1.07243,1.07251,1893
2023.02.10,5:00:00,1.07251,1.07261,1.07175,1.07208,2218
2023.02.10,6:00:00,1.07208,1.07242,1.07173,1.07185,1854
2023.02.10,7:00:00,1.07185,1.07268,1.07182,1.0726,2253
2023.02.10,8:00:00,1.0726,1.07292,1.0722,1.07231,2377
2023.02.10,9:00:00,1.07231,1.07448,1.07192,1.07412,8080
2023.02.10,10:00:00,1.07412,1.07529,1.07267,1.07423,8214
2023.02.10,11:00:00,1.07423,1.07449,1.07042,1.07068,7939
2023.02.10,12:00:00,1.07067,1.07114,1.06917,1.0709,5147
2023.02.10,13:00:00,1.07087,1.07112,1.06937,1.06986,3721
2023.02.10,14:00:00,1.06986,1.07007,1.06813,1.06832,4134
2023.02.10,15:00:00,1.06832,1.06994,1.06816,1.0696,6453
2023.02.10,16:00:00,1.06959,1.07069,1.06862,1.06977,6842
2023.02.10,17:00:00,1.06978,1.07067,1.06746,1.06769,9805
2023.02.10,18:00:00,1.06771,1.0687,1.06682,1.06688,5712
2023.02.10,19:00:00,1.06688,1.06742,1.06664,1.06684,3571
2023.02.10,20:00:00,1.06684,1.06769,1.06677,1.06714,1994
2023.02.10,21:00:00,1.06714,1.06754,1.06683,1.06733,2355
2023.02.10,22:00:00,1.06736,1.06808,1.06733,1.06789,2008
2023.02.10,23:00:00,1.0679,1.068,1.0675,1.06782,956
2023.02.13,0:00:00,1.06817,1.06819,1.06745,1.06775,1779
2023.02.13,1:00:00,1.06776,1.06792,1.06712,1.06768,1925
2023.02.13,2:00:00,1.06771,1.06789,1.0668,1.06726,2460
2023.02.13,3:00:00,1.06726,1.0675,1.06555,1.06669,3670
2023.02.13,4:00:00,1.0667,1.0671,1.06605,1.06676,2224
2023.02.13,5:00:00,1.06676,1.06682,1.06607,1.06607,1851
2023.02.13,6:00:00,1.06608,1.06692,1.06607,1.06671,1336
2023.02.13,7:00:00,1.06671,1.06707,1.06632,1.06696,2080
2023.02.13,8:00:00,1.06696,1.06793,1.06672,1.06741,2716
2023.02.13,9:00:00,1.06741,1.06899,1.06726,1.06832,3889
2023.02.13,10:00:00,1.06832,1.06856,1.06737,1.06744,4652
2023.02.13,11:00:00,1.06744,1.06842,1.06633,1.06772,4147
2023.02.13,12:00:00,1.06772,1.06851,1.06755,1.06805,2943
2023.02.13,13:00:00,1.06808,1.06843,1.06734,1.06758,2700
2023.02.13,14:00:00,1.06759,1.06966,1.06738,1.06907,3505
2023.02.13,15:00:00,1.06907,1.06955,1.06761,1.06808,4133
2023.02.13,16:00:00,1.06808,1.07072,1.06765,1.0705,6454
2023.02.13,17:00:00,1.07051,1.07275,1.07021,1.07197,6516
2023.02.13,18:00:00,1.07198,1.07234,1.07103,1.07169,4334
2023.02.13,19:00:00,1.07168,1.07217,1.07158,1.07184,2621
2023.02.13,20:00:00,1.07184,1.073,1.07117,1.07279,2143
2023.02.13,21:00:00,1.07279,1.07283,1.07161,1.07174,2309
2023.02.13,22:00:00,1.07173,1.07237,1.07141,1.07228,2101
2023.02.13,23:00:00,1.07228,1.0725,1.07205,1.07243,835
2023.02.14,0:00:00,1.07188,1.07255,1.07188,1.07247,581
2023.02.14,1:00:00,1.07247,1.07325,1.0721,1.0731,1372
2023.02.14,2:00:00,1.0731,1.07368,1.07299,1.07334,1968
2023.02.14,3:00:00,1.07335,1.07342,1.07257,1.07287,2706
2023.02.14,4:00:00,1.07287,1.07339,1.07254,1.0732,2508
2023.02.14,5:00:00,1.07321,1.07358,1.07295,1.07345,1323
2023.02.14,6:00:00,1.07345,1.07399,1.0732,1.07381,1247
2023.02.14,7:00:00,1.07378,1.07398,1.07354,1.07384,1736
2023.02.14,8:00:00,1.07383,1.07431,1.07341,1.07392,2458
2023.02.14,9:00:00,1.07392,1.07467,1.07289,1.07321,4388
2023.02.14,10:00:00,1.07323,1.07503,1.0729,1.07487,4467
2023.02.14,11:00:00,1.07492,1.0767,1.07446,1.07615,4872
2023.02.14,12:00:00,1.07614,1.07664,1.07486,1.07557,3778
2023.02.14,13:00:00,1.07557,1.07653,1.07514,1.07552,3270
2023.02.14,14:00:00,1.07552,1.0768,1.07488,1.07581,4345
2023.02.14,15:00:00,1.0758,1.08045,1.07184,1.07607,15826
2023.02.14,16:00:00,1.07611,1.07695,1.07085,1.07523,19105
2023.02.14,17:00:00,1.07523,1.0772,1.07068,1.07158,14101
2023.02.14,18:00:00,1.07159,1.07341,1.07125,1.07215,11508
2023.02.14,19:00:00,1.07215,1.07306,1.07192,1.07279,6642
2023.02.14,20:00:00,1.07277,1.07454,1.07273,1.07317,6383
2023.02.14,21:00:00,1.07319,1.07411,1.07233,1.07394,5108
2023.02.14,22:00:00,1.07391,1.07424,1.07323,1.0738,3566
2023.02.14,23:00:00,1.0738,1.07389,1.07348,1.07352,854
2023.02.15,0:00:00,1.0736,1.07366,1.0732,1.07343,524
2023.02.15,1:00:00,1.07343,1.07394,1.07332,1.07351,1451
2023.02.15,2:00:00,1.07352,1.07402,1.07328,1.07381,2206
2023.02.15,3:00:00,1.07381,1.07445,1.07359,1.07397,2304
2023.02.15,4:00:00,1.07397,1.07399,1.07233,1.07247,2645
2023.02.15,5:00:00,1.07247,1.07277,1.07171,1.07181,2295
2023.02.15,6:00:00,1.07181,1.07208,1.07145,1.07182,1699
2023.02.15,7:00:00,1.0718,1.07211,1.07137,1.07152,1787
2023.02.15,8:00:00,1.07152,1.072,1.07038,1.07074,2811
2023.02.15,9:00:00,1.07075,1.07188,1.07,1.07082,5933
2023.02.15,10:00:00,1.07084,1.07287,1.07049,1.07241,6117
2023.02.15,11:00:00,1.07242,1.07299,1.07166,1.07258,3903
2023.02.15,12:00:00,1.07257,1.07331,1.07156,1.07157,3341
2023.02.15,13:00:00,1.07159,1.07243,1.07103,1.07111,3003
2023.02.15,14:00:00,1.07111,1.07181,1.06969,1.06977,3787
2023.02.15,15:00:00,1.06977,1.0706,1.06741,1.06831,10752
2023.02.15,16:00:00,1.06831,1.06892,1.06659,1.06695,10655
2023.02.15,17:00:00,1.06696,1.06846,1.06652,1.0676,8808
2023.02.15,18:00:00,1.0676,1.06878,1.06672,1.06822,6057
2023.02.15,19:00:00,1.06823,1.06824,1.06619,1.06669,4079
2023.02.15,20:00:00,1.06669,1.06783,1.06606,1.06758,3233
2023.02.15,21:00:00,1.06758,1.06863,1.06755,1.06809,2494
2023.02.15,22:00:00,1.06812,1.06903,1.06797,1.06903,2117
2023.02.15,23:00:00,1.06902,1.06915,1.06864,1.06864,970
2023.02.16,0:00:00,1.06862,1.06899,1.06796,1.06884,4779
2023.02.16,1:00:00,1.06884,1.06921,1.06864,1.06911,1448
2023.02.16,2:00:00,1.06913,1.06955,1.06845,1.06894,3071
2023.02.16,3:00:00,1.06893,1.0708,1.06869,1.07049,3542
2023.02.16,4:00:00,1.07048,1.07149,1.07026,1.07125,2605
2023.02.16,5:00:00,1.07125,1.07128,1.07076,1.07095,1899
2023.02.16,6:00:00,1.07095,1.07105,1.07068,1.07071,1419
2023.02.16,7:00:00,1.07071,1.07087,1.07011,1.07055,1497
2023.02.16,8:00:00,1.07054,1.0709,1.06963,1.06999,2431
2023.02.16,9:00:00,1.06998,1.07104,1.06969,1.0709,3803
2023.02.16,10:00:00,1.0709,1.07225,1.07007,1.07071,5493
2023.02.16,11:00:00,1.0707,1.07129,1.06891,1.07005,4738
2023.02.16,12:00:00,1.07005,1.07128,1.07,1.07064,3314
2023.02.16,13:00:00,1.07063,1.07068,1.06937,1.07052,3419
2023.02.16,14:00:00,1.07052,1.07082,1.06918,1.06939,3473
2023.02.16,15:00:00,1.06939,1.07089,1.06699,1.06795,11537
2023.02.16,16:00:00,1.06794,1.06893,1.06597,1.06629,10646
2023.02.16,17:00:00,1.06627,1.06827,1.06546,1.06731,9380
2023.02.16,18:00:00,1.06732,1.06912,1.06682,1.06832,7081
2023.02.16,19:00:00,1.0683,1.06961,1.0678,1.0693,4646
2023.02.16,20:00:00,1.06929,1.06962,1.06833,1.06921,4347
2023.02.16,21:00:00,1.06921,1.06976,1.06895,1.06904,2828
2023.02.16,22:00:00,1.06902,1.0691,1.06694,1.06737,6791
2023.02.16,23:00:00,1.06737,1.06756,1.067,1.06716,1305
2023.02.17,0:00:00,1.0672,1.06742,1.06679,1.06693,552
2023.02.17,1:00:00,1.06695,1.06695,1.06623,1.06657,1467
2023.02.17,2:00:00,1.06654,1.06656,1.0655,1.06601,1996
2023.02.17,3:00:00,1.06601,1.06656,1.06523,1.06534,2531
2023.02.17,4:00:00,1.06534,1.0655,1.06486,1.0651,2168
2023.02.17,5:00:00,1.06509,1.06557,1.06488,1.06527,1582
2023.02.17,6:00:00,1.06527,1.0653,1.06328,1.06383,2112
2023.02.17,7:00:00,1.06382,1.06407,1.06355,1.06384,1906
2023.02.17,8:00:00,1.06384,1.06389,1.06318,1.06346,2393
2023.02.17,9:00:00,1.06344,1.06464,1.06296,1.06442,4691
2023.02.17,10:00:00,1.06441,1.0647,1.06307,1.0644,5114
2023.02.17,11:00:00,1.0644,1.06613,1.06357,1.0637,4633
2023.02.17,12:00:00,1.06369,1.06447,1.06326,1.06417,3522
2023.02.17,13:00:00,1.06417,1.06421,1.06238,1.06258,3643
2023.02.17,14:00:00,1.06258,1.06267,1.06128,1.06201,4618
2023.02.17,15:00:00,1.06202,1.06439,1.06202,1.06413,5339
2023.02.17,16:00:00,1.06413,1.06557,1.06368,1.06404,7187
2023.02.17,17:00:00,1.06404,1.06822,1.06404,1.06622,11227
2023.02.17,18:00:00,1.06622,1.06796,1.06568,1.06771,6624
2023.02.17,19:00:00,1.06772,1.06939,1.06769,1.06786,4677
2023.02.17,20:00:00,1.06789,1.06909,1.06776,1.06855,2940
2023.02.17,21:00:00,1.06856,1.0697,1.06855,1.06964,2915
2023.02.17,22:00:00,1.06964,1.06985,1.06935,1.06948,3276
2023.02.17,23:00:00,1.0695,1.06977,1.06925,1.06935,913
2023.02.20,0:00:00,1.06864,1.0693,1.06845,1.06898,1433
2023.02.20,1:00:00,1.06898,1.06932,1.06821,1.06841,1898
2023.02.20,2:00:00,1.06841,1.06856,1.0673,1.06791,2190
2023.02.20,3:00:00,1.06791,1.06811,1.06735,1.06759,2142
2023.02.20,4:00:00,1.06759,1.06868,1.06754,1.06838,2046
2023.02.20,5:00:00,1.06838,1.06842,1.0679,1.06818,1499
2023.02.20,6:00:00,1.06818,1.06912,1.06815,1.06867,1569
2023.02.20,7:00:00,1.06867,1.06934,1.06838,1.06909,1608
2023.02.20,8:00:00,1.0691,1.06939,1.06877,1.06907,2356
2023.02.20,9:00:00,1.06907,1.07038,1.06877,1.07018,3022
2023.02.20,10:00:00,1.07018,1.07047,1.06854,1.0693,3471
2023.02.20,11:00:00,1.0693,1.06993,1.06792,1.06794,3390
2023.02.20,12:00:00,1.06794,1.0689,1.06781,1.06883,2562
2023.02.20,13:00:00,1.0688,1.06923,1.06831,1.06853,2491
2023.02.20,14:00:00,1.06857,1.06863,1.06705,1.06713,2394
2023.02.20,15:00:00,1.06713,1.06863,1.06704,1.06806,2980
2023.02.20,16:00:00,1.06806,1.06916,1.06784,1.06887,2716
2023.02.20,17:00:00,1.06886,1.06939,1.06837,1.06862,2519
2023.02.20,18:00:00,1.06863,1.06891,1.06832,1.06885,1540
2023.02.20,19:00:00,1.06884,1.06906,1.06842,1.06856,933
2023.02.20,20:00:00,1.06858,1.06869,1.06835,1.06836,454
2023.02.20,21:00:00,1.06836,1.06875,1.06836,1.06874,468
2023.02.20,22:00:00,1.06874,1.06874,1.06844,1.06844,432
2023.02.20,23:00:00,1.06847,1.0686,1.06821,1.06853,643
2023.02.21,0:00:00,1.06837,1.06867,1.06818,1.06837,2044
2023.02.21,1:00:00,1.06839,1.06885,1.06822,1.06823,720
2023.02.21,2:00:00,1.06823,1.06852,1.0677,1.06771,1732
2023.02.21,3:00:00,1.06771,1.06778,1.06674,1.06737,2453
2023.02.21,4:00:00,1.06737,1.06752,1.06633,1.06635,2027
2023.02.21,5:00:00,1.06635,1.06667,1.0662,1.06667,1669
2023.02.21,6:00:00,1.06667,1.06698,1.06628,1.06686,1011
2023.02.21,7:00:00,1.06685,1.06742,1.06661,1.06738,1537
2023.02.21,8:00:00,1.06738,1.06738,1.06669,1.06714,1777
2023.02.21,9:00:00,1.06714,1.06725,1.066,1.06696,3303
2023.02.21,10:00:00,1.06696,1.06881,1.06596,1.06602,6673
2023.02.21,11:00:00,1.06604,1.06751,1.06428,1.06625,7504
2023.02.21,12:00:00,1.06625,1.06679,1.06458,1.06489,4593
2023.02.21,13:00:00,1.06489,1.06609,1.06464,1.06574,3660
2023.02.21,14:00:00,1.06574,1.06648,1.06472,1.066,3922
2023.02.21,15:00:00,1.066,1.06696,1.06517,1.06529,6013
2023.02.21,16:00:00,1.06529,1.06733,1.06439,1.06489,9364
2023.02.21,17:00:00,1.06488,1.06983,1.06458,1.06854,10183
2023.02.21,18:00:00,1.06857,1.06857,1.06561,1.06564,5323
2023.02.21,19:00:00,1.06562,1.06629,1.06528,1.06607,3235
2023.02.21,20:00:00,1.06607,1.06614,1.06375,1.06428,2692
2023.02.21,21:00:00,1.06429,1.06524,1.06399,1.06486,2412
2023.02.21,22:00:00,1.06487,1.06525,1.06453,1.06456,2354
2023.02.21,23:00:00,1.06457,1.06486,1.06431,1.06465,694
2023.02.22,0:00:00,1.06445,1.0649,1.06426,1.06468,6396
2023.02.22,1:00:00,1.06466,1.06534,1.06466,1.06514,805
2023.02.22,2:00:00,1.06514,1.06584,1.06485,1.06579,2524
2023.02.22,3:00:00,1.06568,1.0664,1.0654,1.06577,2768
2023.02.22,4:00:00,1.06577,1.06607,1.06536,1.06561,2417
2023.02.22,5:00:00,1.06561,1.06626,1.0655,1.06596,1240
